vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
VTS,2024-07-27 16:04:27,2024-10-07 05:53:58,3,20.66,5,N,-73.904013,40.759426,-73.903869,40.769036,Cash,477.93,2.96,4.38,25.53,16.85,120.49
CMT,2024-06-26 22:06:08,2024-09-03 03:56:32,6,38.37,1,Y,-73.925123,40.846959,-73.83633,40.822967,Credit Card,292.7,7.49,4.16,33.83,2.96,443.23
VTS,2024-06-02 03:01:34,2024-02-13 20:20:42,1,8.73,3,Y,-73.837607,40.76338,-73.96348,40.639832,No Charge,50.3,9.67,4.3,95.15,6.37,24.7
VTS,2024-10-07 11:34:00,2024-01-19 00:59:45,2,8.16,6,Y,-73.856811,40.686858,-73.837027,40.842837,Credit Card,276.14,4.11,3.81,92.66,23.45,359.91
CMT,2024-04-11 19:40:06,2024-02-09 15:43:34,6,17.28,1,N,-73.848228,40.751733,-74.013553,40.806093,No Charge,436.52,6.4,4.6,36.66,21.5,446.65
CMT,2024-03-22 21:56:29,2024-02-01 23:42:32,6,33.95,5,N,-73.759734,40.803524,-73.843646,40.763272,Cash,63.05,6.8,0.22,16.59,17.19,573.91
CMT,2024-03-06 03:32:33,2024-04-24 15:15:13,5,41.09,5,N,-73.930451,40.793644,-74.044186,40.709235,Cash,130.89,2.25,2.44,70.15,43.24,21.7
VTS,2024-09-14 13:45:39,2024-09-06 08:04:31,2,42.89,3,Y,-73.987739,40.76137,-73.927677,40.737332,No Charge,31.14,5.16,2.37,23.93,30.94,480.79
CMT,2024-06-15 21:05:49,2024-07-02 10:59:28,4,13.98,1,Y,-73.939966,40.791001,-73.814669,40.833643,Dispute,49.69,1.03,4.67,30.33,24.76,174.55
CMT,2024-07-23 00:42:31,2024-03-18 02:01:45,4,35.07,2,N,-73.832504,40.664603,-74.003802,40.787781,No Charge,117.92,1.78,2.43,46.92,18.08,315.9
VTS,2024-08-16 14:31:59,2024-06-10 09:22:07,3,9.23,5,N,-73.787781,40.674438,-73.829352,40.706429,Dispute,258.43,0.64,0.36,89.57,30.51,160.1
VTS,2024-06-03 05:46:13,2024-02-11 14:22:40,5,26.12,4,N,-73.762068,40.687576,-73.981989,40.728975,Dispute,349.56,3.9,3.29,4.66,38.19,151.2
CMT,2024-02-27 11:54:52,2024-05-14 20:30:13,4,26.42,2,Y,-73.991378,40.643002,-74.044366,40.773429,No Charge,177.89,9.92,1.41,5.3,9.97,374.08
CMT,2024-02-11 06:12:33,2024-08-02 17:24:51,1,37.62,6,Y,-74.046021,40.809301,-73.937874,40.82187,Cash,294.37,5.46,0.31,36.35,30.44,82.56
VTS,2024-05-10 19:29:03,2024-04-07 02:26:49,5,44.04,6,Y,-74.000443,40.682827,-73.96566,40.717491,Dispute,130.27,2.71,0.39,95.84,23.44,31.97
CMT,2024-02-08 15:20:47,2024-02-17 11:45:00,2,2.0,6,Y,-73.768832,40.701682,-73.952596,40.82377,Cash,46.04,0.45,2.35,7.38,7.25,91.63
CMT,2024-05-05 10:14:00,2024-11-13 13:35:00,4,17.52,3,Y,-74.031743,40.679956,-74.016029,40.650263,Credit Card,87.02,3.57,2.53,0.24,15.13,449.5
VTS,2024-04-26 03:00:18,2024-03-04 11:35:14,4,35.47,2,N,-73.789651,40.660342,-73.891666,40.824924,Credit Card,495.45,3.33,2.83,54.37,30.51,23.72
VTS,2024-09-30 17:08:58,2024-05-21 11:43:57,3,6.47,2,Y,-74.006301,40.635924,-74.000777,40.675876,Cash,89.57,1.51,0.04,56.37,43.35,428.32
VTS,2024-03-12 21:11:12,2024-04-03 20:06:34,6,6.97,5,Y,-73.822675,40.698389,-74.048169,40.69611,Unknown,364.98,5.93,1.07,18.66,42.6,115.3
CMT,2024-07-28 08:48:10,2024-09-12 17:46:34,2,31.76,6,Y,-73.850393,40.641342,-74.008969,40.69191,Dispute,267.75,8.46,3.2,6.82,39.84,175.74
CMT,2024-06-12 01:03:54,2024-03-13 01:36:57,2,29.42,2,Y,-73.852162,40.676758,-74.018966,40.772151,Cash,459.97,7.91,2.99,2.62,14.34,435.76
CMT,2024-08-14 13:03:03,2024-03-19 11:46:09,3,46.53,4,N,-73.829589,40.811389,-73.899431,40.678066,Credit Card,16.94,0.74,4.42,62.25,17.57,57.7
VTS,2024-03-01 08:38:47,2024-05-28 16:53:50,6,40.56,4,N,-73.969106,40.676573,-73.878299,40.827531,Dispute,94.69,1.74,2.19,1.97,2.17,225.12
VTS,2024-04-24 21:47:41,2024-03-22 03:21:17,3,21.05,4,Y,-74.027968,40.80172,-74.006305,40.66678,Unknown,97.5,3.47,0.36,68.42,34.2,309.1
VTS,2024-07-01 03:38:53,2024-07-27 00:56:43,3,29.84,3,N,-73.785194,40.677144,-73.771871,40.722645,No Charge,26.05,4.68,3.72,56.71,43.91,530.85
VTS,2024-01-05 17:37:49,2024-05-30 15:27:09,6,14.71,1,Y,-73.850238,40.820003,-73.849028,40.701768,Unknown,480.62,1.73,0.74,91.59,19.03,85.62
CMT,2024-05-10 02:34:04,2024-01-29 09:13:49,1,20.66,2,Y,-73.993163,40.792383,-74.00078,40.844555,Credit Card,311.48,9.6,0.29,71.06,36.46,432.46
VTS,2024-09-02 13:01:04,2024-05-18 16:27:26,1,31.47,2,Y,-73.886897,40.634938,-73.899046,40.63429,No Charge,126.53,5.55,3.75,82.24,42.47,284.76
VTS,2024-01-25 03:03:35,2024-11-11 05:12:45,2,9.4,4,N,-73.75997,40.715688,-73.804984,40.809664,Unknown,98.17,9.47,2.17,12.79,9.05,323.41
VTS,2024-06-04 04:31:39,2024-05-20 07:40:26,6,28.39,3,N,-73.991389,40.7401,-73.797624,40.656251,Credit Card,283.46,5.36,1.11,30.54,14.65,395.4
VTS,2024-05-24 11:08:39,2024-06-29 06:40:32,2,48.55,5,Y,-73.901615,40.702577,-73.969227,40.719754,No Charge,466.11,9.79,3.31,62.6,17.11,164.05
VTS,2024-08-29 09:01:44,2024-04-14 18:15:30,1,15.25,5,Y,-73.951961,40.691947,-74.039352,40.820628,Credit Card,102.01,3.92,0.84,7.02,3.09,464.0
CMT,2024-01-11 05:27:10,2024-08-08 09:20:29,1,12.84,6,N,-73.817039,40.63693,-73.834497,40.813189,Credit Card,41.75,3.9,3.93,42.13,44.83,130.86
CMT,2024-10-18 21:41:37,2024-02-14 12:24:34,6,1.12,3,Y,-73.751695,40.730298,-73.979313,40.69066,Unknown,206.73,8.62,2.64,50.88,18.28,537.27
CMT,2024-08-29 08:36:00,2024-08-08 05:00:45,6,9.37,2,Y,-73.858617,40.834372,-73.941557,40.794615,No Charge,441.24,0.55,1.8,56.03,48.59,275.61
VTS,2024-03-07 04:43:11,2024-10-12 11:29:59,2,48.41,3,Y,-74.042861,40.775115,-73.78963,40.746321,Cash,48.24,0.08,3.72,1.88,5.63,521.71
CMT,2024-09-12 17:12:06,2024-03-05 20:59:37,3,48.95,1,N,-73.967206,40.813046,-73.837961,40.642579,Cash,371.73,0.15,1.15,25.94,16.21,406.93
VTS,2024-09-14 06:23:19,2024-09-21 01:02:03,4,8.18,6,Y,-73.750046,40.824652,-73.777859,40.837007,Cash,468.88,2.95,2.68,48.3,39.38,275.13
CMT,2024-11-06 17:43:46,2024-05-10 00:29:57,6,46.43,4,N,-73.962314,40.756516,-73.792735,40.848183,No Charge,474.14,5.27,1.77,96.47,14.39,470.91
VTS,2024-11-17 20:08:37,2024-04-27 21:33:02,3,18.43,5,N,-73.812758,40.700544,-73.943733,40.81402,No Charge,115.24,2.0,0.44,66.3,19.08,592.44
VTS,2024-04-05 05:04:11,2024-05-17 21:11:30,3,39.23,2,N,-73.864442,40.713576,-73.839841,40.812766,Dispute,303.08,0.01,3.85,46.5,37.49,333.56
CMT,2024-08-03 21:47:36,2024-07-20 09:52:23,3,12.48,4,N,-73.899739,40.718547,-73.861538,40.654869,Cash,453.39,7.93,2.92,38.79,15.56,331.55
VTS,2024-01-01 01:20:57,2024-10-26 12:45:09,3,13.77,6,Y,-73.90106,40.764775,-74.024751,40.634534,No Charge,14.84,8.04,4.4,46.34,43.39,143.34
VTS,2024-06-27 23:36:41,2024-09-23 12:54:45,3,30.4,5,N,-73.992992,40.635718,-73.787752,40.845324,No Charge,457.37,3.18,2.09,67.08,1.22,464.24
VTS,2024-01-15 11:09:52,2024-05-28 14:06:36,1,37.17,2,N,-73.819728,40.790311,-74.038878,40.650376,Dispute,376.21,3.64,0.0,92.79,32.99,465.51
CMT,2024-03-14 01:49:38,2024-08-14 15:07:25,6,42.21,6,N,-74.005355,40.667996,-74.031681,40.826413,No Charge,209.91,4.16,1.78,31.36,16.36,167.29
CMT,2024-08-22 20:00:54,2024-09-04 11:40:31,1,17.6,5,Y,-73.949136,40.696496,-73.991221,40.82451,Credit Card,393.08,9.91,4.25,31.29,4.42,225.09
VTS,2024-06-14 06:57:06,2024-10-01 19:06:20,6,41.51,1,N,-74.015823,40.785319,-73.937426,40.826338,No Charge,108.74,2.46,4.55,61.81,40.33,190.39
VTS,2024-09-03 10:23:35,2024-09-01 17:00:09,5,14.25,3,N,-73.976553,40.677495,-73.882735,40.673125,Cash,261.1,7.19,3.45,90.64,26.24,443.15
VTS,2024-01-18 22:23:25,2024-03-02 02:35:31,5,39.29,6,N,-73.930464,40.722142,-73.809313,40.73422,Unknown,290.3,5.77,0.63,61.09,39.66,120.16
VTS,2024-05-02 06:13:39,2024-07-23 06:52:18,4,10.54,3,N,-73.952343,40.784985,-73.868916,40.659241,Cash,236.38,9.82,0.58,40.99,47.26,563.89
CMT,2024-01-06 05:00:35,2024-10-23 08:10:10,1,35.28,6,N,-74.010465,40.790062,-73.841408,40.812538,Unknown,350.58,0.52,4.96,96.09,30.63,556.5
CMT,2024-09-24 07:48:57,2024-07-08 05:29:12,1,11.14,1,Y,-73.756412,40.652037,-73.846663,40.719417,Cash,132.32,1.45,0.01,94.35,32.2,432.89
VTS,2024-01-04 13:08:32,2024-10-06 19:48:38,4,48.77,2,N,-74.000979,40.677085,-73.904343,40.644756,Cash,90.0,0.97,1.08,16.64,8.37,437.86
VTS,2024-07-09 21:10:08,2024-05-02 14:04:54,4,42.09,6,Y,-74.005797,40.675214,-73.854958,40.748551,Cash,202.09,7.13,4.17,46.28,29.29,366.35
VTS,2024-01-29 03:07:50,2024-01-12 01:16:39,4,46.44,6,N,-73.826214,40.63289,-73.845179,40.772513,Dispute,91.78,1.73,3.76,83.52,41.82,434.39
CMT,2024-08-24 22:40:43,2024-04-10 09:11:09,4,37.81,6,Y,-74.048706,40.823439,-74.015602,40.806647,Unknown,30.27,3.85,1.84,79.15,39.31,237.58
VTS,2024-10-19 19:39:37,2024-04-06 22:39:33,6,1.08,5,N,-73.940065,40.810688,-73.905794,40.708032,Unknown,85.18,3.56,1.87,15.75,4.23,559.61
VTS,2024-03-13 17:09:43,2024-05-24 13:06:35,4,35.76,4,Y,-73.965742,40.849401,-73.879928,40.668487,Unknown,190.1,2.45,1.36,71.47,40.16,210.55
CMT,2024-09-13 17:22:57,2024-08-28 21:47:12,5,23.37,6,N,-73.770169,40.669916,-73.780756,40.796021,Dispute,249.06,0.82,4.43,23.83,49.11,463.83
VTS,2024-05-04 15:44:54,2024-09-12 18:15:18,5,49.73,3,N,-73.853731,40.630252,-73.75711,40.744746,No Charge,52.31,0.28,1.72,21.67,37.04,418.77
VTS,2024-04-10 19:17:31,2024-05-22 07:55:29,1,2.32,4,Y,-73.993174,40.801633,-74.046212,40.728197,Credit Card,147.8,9.91,3.67,28.59,35.37,443.57
VTS,2024-05-02 07:23:18,2024-04-06 05:30:10,4,26.04,2,N,-73.887968,40.647667,-73.821913,40.760938,Credit Card,483.45,1.85,3.96,43.05,28.14,412.68
VTS,2024-06-19 23:16:58,2024-02-05 13:59:18,6,23.6,3,N,-73.782158,40.630733,-74.017359,40.740399,Credit Card,371.38,3.42,0.88,9.87,11.52,81.52
CMT,2024-09-20 01:05:41,2024-04-30 20:02:27,5,47.59,4,N,-73.778364,40.794686,-73.920714,40.754556,Dispute,158.29,0.91,4.31,14.0,4.35,56.75
VTS,2024-07-16 12:35:59,2024-01-23 14:47:33,1,43.96,4,Y,-73.839387,40.654121,-73.919024,40.834581,Unknown,165.43,6.44,2.48,29.67,45.78,448.17
CMT,2024-10-04 01:06:19,2024-08-06 17:09:41,4,15.87,3,Y,-73.791655,40.724232,-73.956802,40.662729,Credit Card,201.85,3.59,2.27,76.09,16.81,29.64
CMT,2024-04-14 11:22:49,2024-06-27 22:33:27,5,7.64,4,N,-73.919964,40.68075,-73.786774,40.65979,Credit Card,385.83,6.57,3.81,33.68,3.99,589.72
VTS,2024-11-05 06:11:49,2024-06-09 12:13:46,3,22.39,2,Y,-74.043813,40.742785,-73.97347,40.658366,Credit Card,82.48,3.04,3.11,66.67,2.29,219.91
VTS,2024-01-12 04:51:02,2024-04-23 06:46:00,4,2.07,6,N,-73.90123,40.646747,-73.912073,40.665092,Dispute,243.84,2.22,3.6,75.93,8.6,321.4
VTS,2024-06-04 18:12:43,2024-04-22 21:37:46,5,2.66,4,N,-73.964179,40.749521,-73.804482,40.729269,No Charge,180.81,6.39,0.98,74.48,4.0,236.15
CMT,2024-05-13 01:45:35,2024-05-16 21:55:38,4,21.35,6,Y,-73.998812,40.716228,-73.931798,40.809559,Unknown,309.89,6.19,1.13,16.6,35.87,487.56
CMT,2024-01-16 22:57:39,2024-02-24 14:08:49,6,7.79,4,Y,-74.044176,40.681174,-73.831751,40.69992,Credit Card,291.76,2.19,3.35,81.89,35.08,202.77
CMT,2024-02-11 05:10:18,2024-07-03 06:28:01,5,47.41,3,N,-73.95968,40.743791,-74.043716,40.849478,Credit Card,480.67,3.2,0.11,28.99,41.8,150.44
CMT,2024-10-13 05:12:43,2024-03-11 16:37:54,6,16.32,4,Y,-73.979216,40.770864,-73.967368,40.80377,Unknown,385.43,0.8,1.68,66.18,22.25,280.32
CMT,2024-07-10 08:26:06,2024-07-26 07:27:32,5,21.15,5,N,-74.016262,40.639175,-73.949847,40.710516,Credit Card,391.46,0.17,0.74,79.16,22.21,303.6
CMT,2024-01-31 11:09:34,2024-08-06 10:44:34,5,2.62,2,Y,-74.04533,40.659063,-74.030204,40.758262,Cash,278.13,2.68,4.16,70.4,40.82,461.52
VTS,2024-11-04 07:18:23,2024-07-14 04:17:40,6,13.05,4,Y,-73.984227,40.683252,-73.856289,40.786968,Credit Card,343.43,8.04,4.11,16.79,26.63,231.72
VTS,2024-07-18 15:42:18,2024-06-16 19:34:23,5,47.53,4,Y,-73.985605,40.687828,-73.824325,40.776712,Cash,123.1,8.95,4.06,53.31,12.1,125.16
VTS,2024-09-07 19:56:23,2024-08-17 22:44:31,1,30.12,6,Y,-73.968664,40.824036,-73.802106,40.765249,Unknown,230.86,3.48,3.43,21.43,26.89,68.08
VTS,2024-03-11 21:52:12,2024-10-12 19:32:15,1,48.73,5,Y,-73.793488,40.759577,-73.940054,40.74074,Dispute,283.7,7.7,1.6,81.84,35.94,72.24
VTS,2024-01-14 05:57:10,2024-03-21 14:30:25,4,8.68,6,Y,-73.892956,40.781423,-73.919982,40.741744,Dispute,32.57,8.69,0.56,88.12,13.09,258.11
VTS,2024-04-12 03:54:33,2024-11-04 22:05:09,1,19.08,4,Y,-74.025462,40.715611,-74.02212,40.664809,Unknown,396.77,9.65,4.32,58.84,14.32,21.64
CMT,2024-02-22 17:44:59,2024-04-24 04:38:00,6,4.04,1,N,-73.852873,40.795852,-73.834537,40.686471,Dispute,433.02,5.02,3.51,35.81,25.66,115.52
CMT,2024-09-11 10:58:30,2024-05-28 09:42:35,1,22.54,3,N,-73.897914,40.802197,-73.758011,40.790365,No Charge,349.34,2.25,1.02,73.55,30.28,491.14
CMT,2024-01-23 00:45:45,2024-02-09 15:19:25,6,6.63,4,N,-73.83599,40.797954,-73.905491,40.717381,No Charge,140.52,7.06,2.05,66.15,36.28,245.52
VTS,2024-01-21 21:59:47,2024-03-27 01:02:35,5,36.03,4,Y,-73.8071,40.669545,-73.899984,40.802838,Unknown,197.67,7.56,4.17,32.97,37.34,563.97
VTS,2024-06-30 20:12:15,2024-05-18 04:16:54,3,35.23,4,Y,-73.815663,40.639791,-74.02978,40.740412,No Charge,265.54,2.79,1.65,89.84,11.05,217.86
CMT,2024-02-09 21:51:57,2024-05-28 00:05:08,3,24.32,4,Y,-73.978123,40.777852,-74.030759,40.659304,No Charge,303.0,5.9,0.26,99.38,44.0,323.02
CMT,2024-01-09 02:51:34,2024-04-04 16:56:07,5,2.2,1,Y,-73.917843,40.734305,-73.795387,40.721299,Unknown,228.08,3.99,2.67,37.08,0.15,258.83
CMT,2024-07-16 12:03:07,2024-11-07 22:03:23,4,6.88,6,Y,-73.77952,40.752248,-73.874064,40.68654,Credit Card,371.41,5.04,3.66,43.67,26.9,344.27
CMT,2024-08-13 10:10:31,2024-02-26 02:22:55,2,34.66,1,Y,-74.024276,40.831217,-74.001248,40.745812,Cash,354.08,0.63,1.14,90.83,17.47,578.53
CMT,2024-03-21 17:28:36,2024-05-28 05:25:48,5,11.33,4,Y,-73.914066,40.716711,-73.773552,40.637931,Dispute,471.65,0.92,2.6,92.94,44.43,334.82
VTS,2024-06-15 13:54:15,2024-01-29 18:19:19,3,3.34,3,N,-73.778281,40.713564,-73.783171,40.672512,No Charge,234.08,6.43,0.08,83.39,36.52,337.84
CMT,2024-04-15 07:00:25,2024-08-14 12:59:45,6,29.32,3,Y,-73.920689,40.710329,-73.93174,40.689012,Dispute,409.33,5.16,3.87,83.05,0.12,400.35
VTS,2024-01-13 05:05:49,2024-08-06 12:51:13,1,36.24,3,Y,-73.921876,40.819901,-73.763841,40.633002,Cash,494.46,7.58,2.85,77.62,21.17,427.78
CMT,2024-07-01 20:01:28,2024-05-14 08:55:11,3,28.58,5,Y,-73.970224,40.772967,-73.846754,40.653957,Unknown,310.32,1.58,1.31,22.04,42.39,449.39
VTS,2024-01-28 02:33:47,2024-01-16 07:30:56,3,13.81,3,Y,-73.791579,40.724865,-73.847437,40.720947,Unknown,139.02,1.73,3.48,7.71,4.01,545.12
VTS,2024-10-18 15:24:37,2024-01-30 12:14:26,5,22.54,2,Y,-73.763248,40.703521,-73.812702,40.696798,No Charge,481.49,7.05,1.1,27.02,15.48,375.58
CMT,2024-08-16 00:30:14,2024-10-08 02:06:27,3,10.81,4,Y,-73.983198,40.844146,-74.040718,40.843712,Credit Card,419.34,1.21,4.33,61.03,18.1,470.79
VTS,2024-10-07 21:39:27,2024-03-10 01:08:45,3,13.69,2,Y,-73.90718,40.849315,-74.009658,40.742999,Cash,92.11,8.49,2.43,21.59,37.68,559.64
CMT,2024-04-05 05:15:03,2024-07-27 17:58:07,6,10.08,2,Y,-73.900042,40.654035,-73.982966,40.811789,Dispute,488.77,9.29,2.27,45.14,44.72,281.61
VTS,2024-05-04 22:52:38,2024-10-15 01:39:49,5,22.77,3,Y,-73.839497,40.679744,-73.872696,40.756325,Credit Card,217.31,0.9,2.87,12.23,49.91,117.37
CMT,2024-04-08 01:36:14,2024-08-04 16:29:19,6,7.24,2,N,-73.948096,40.693549,-74.045265,40.761443,Unknown,134.87,3.45,1.98,21.12,16.88,573.33
CMT,2024-02-22 19:10:18,2024-10-05 04:56:25,2,13.27,6,N,-73.856641,40.759548,-73.783631,40.726431,Unknown,396.16,7.89,2.93,29.98,31.53,130.87
VTS,2024-05-26 03:52:00,2024-03-25 18:28:21,1,7.38,4,N,-73.752859,40.7722,-73.884596,40.713315,Cash,224.73,6.91,3.41,73.83,39.4,492.33
CMT,2024-07-16 13:21:23,2024-01-01 23:26:47,3,14.98,2,Y,-73.817591,40.696997,-73.861189,40.722633,Unknown,323.87,8.9,1.09,93.59,48.54,217.94
VTS,2024-04-19 09:41:46,2024-07-14 21:22:28,1,12.53,6,Y,-73.810541,40.660935,-73.876444,40.662897,Unknown,174.15,8.47,2.85,71.81,35.53,168.63
CMT,2024-04-04 20:04:59,2024-05-28 16:38:22,1,41.79,2,Y,-73.943812,40.820378,-73.952645,40.726007,No Charge,20.31,2.67,1.81,23.2,12.87,248.8
VTS,2024-05-09 20:03:36,2024-06-10 08:54:35,6,28.73,1,N,-73.831109,40.82823,-73.833452,40.799323,Unknown,429.74,6.12,2.93,33.02,39.52,365.86
CMT,2024-02-02 02:05:22,2024-10-25 09:39:38,5,3.75,6,Y,-73.996393,40.653293,-73.780779,40.638587,No Charge,387.8,3.58,2.85,71.04,3.53,149.27
VTS,2024-06-18 23:40:07,2024-01-31 23:28:41,3,19.47,2,N,-73.792887,40.777893,-73.874713,40.780772,Cash,334.21,3.88,1.24,53.76,36.04,503.16
VTS,2024-06-21 23:40:46,2024-04-07 05:23:15,6,11.03,2,N,-74.017905,40.675608,-73.849206,40.785643,Dispute,266.49,8.64,3.89,91.41,49.46,10.29
VTS,2024-02-02 08:33:04,2024-06-01 10:01:09,2,9.55,5,N,-73.852542,40.773512,-74.00974,40.736423,Credit Card,11.9,9.66,3.35,54.98,6.89,592.78
CMT,2024-08-26 07:16:40,2024-10-10 04:34:21,1,26.64,2,N,-74.044239,40.685628,-73.95637,40.68522,Cash,45.8,1.06,2.19,70.68,35.72,466.5
VTS,2024-07-15 02:10:32,2024-06-05 12:22:31,5,34.46,5,Y,-73.894118,40.697859,-73.955991,40.715674,Dispute,333.91,9.99,4.71,47.88,1.34,425.39
VTS,2024-07-24 12:23:13,2024-08-18 22:27:56,3,42.68,1,N,-73.875835,40.673121,-74.045277,40.687717,Unknown,359.14,7.27,3.82,80.76,46.32,266.91
VTS,2024-08-11 21:22:20,2024-05-23 14:54:35,6,34.18,5,Y,-73.87366,40.789746,-73.839105,40.808003,No Charge,112.5,4.43,2.42,89.0,7.11,529.0
CMT,2024-05-23 07:18:21,2024-10-30 19:44:42,3,37.62,4,Y,-73.87087,40.651316,-73.933779,40.730663,Cash,70.77,2.74,4.2,82.4,45.42,519.63
CMT,2024-08-28 14:16:08,2024-11-16 06:23:36,3,21.28,3,Y,-73.881564,40.680742,-73.845036,40.671769,No Charge,72.44,2.23,3.85,21.37,44.04,199.32
CMT,2024-03-24 22:10:37,2024-05-30 21:10:34,1,15.74,5,N,-73.839181,40.650307,-73.915239,40.630013,Credit Card,288.92,7.58,1.18,29.38,47.8,323.47
VTS,2024-11-09 04:02:50,2024-10-19 01:33:47,3,32.09,2,N,-73.973079,40.772273,-74.031364,40.688424,Unknown,215.34,3.94,2.25,71.74,3.84,571.89
CMT,2024-04-12 01:11:26,2024-09-03 09:16:30,2,48.99,5,Y,-73.801611,40.716483,-73.760409,40.632745,Credit Card,210.28,9.65,3.88,8.86,12.5,202.46
CMT,2024-04-03 12:56:59,2024-07-11 09:42:29,3,48.25,6,N,-73.920589,40.740817,-73.939494,40.838599,No Charge,439.06,0.5,2.99,44.76,17.88,177.0
VTS,2024-11-09 18:41:09,2024-02-17 18:53:17,6,17.38,3,Y,-73.847083,40.7198,-74.0146,40.795621,Unknown,121.49,6.53,4.61,51.78,12.45,497.38
CMT,2024-07-29 17:36:53,2024-11-13 02:46:00,2,37.49,3,Y,-73.776036,40.811509,-73.84885,40.654218,Dispute,420.99,7.18,3.62,31.96,27.92,238.55
CMT,2024-10-31 03:27:26,2024-04-30 02:22:38,4,23.83,6,N,-73.769963,40.810689,-74.017922,40.668004,No Charge,279.78,4.96,4.51,81.0,10.41,496.74
VTS,2024-08-22 23:02:22,2024-04-25 21:14:31,4,31.91,5,Y,-73.944202,40.7135,-74.018834,40.778507,Dispute,79.82,9.38,1.39,22.64,45.1,559.54
CMT,2024-08-15 05:52:16,2024-02-04 19:32:49,2,10.43,3,Y,-73.878026,40.841657,-73.948164,40.82815,No Charge,426.86,2.0,3.95,73.0,44.96,229.85
CMT,2024-05-16 01:27:55,2024-05-27 08:51:57,3,3.38,4,N,-73.843202,40.685588,-73.829041,40.806684,Cash,17.63,9.18,1.61,84.66,24.52,592.63
VTS,2024-06-09 02:33:51,2024-08-31 13:58:37,2,26.33,4,N,-73.918716,40.707626,-74.028332,40.649965,Credit Card,247.98,1.76,0.21,77.06,11.23,337.97
VTS,2024-07-28 21:19:51,2024-02-21 19:17:20,3,47.86,5,N,-73.820503,40.831313,-73.910118,40.817433,No Charge,95.21,3.52,1.05,57.1,49.69,233.74
VTS,2024-04-10 03:30:38,2024-04-17 16:11:37,5,17.51,6,N,-73.754653,40.771347,-73.867939,40.841286,No Charge,413.24,7.68,3.82,52.61,16.74,359.62
CMT,2024-01-03 00:32:37,2024-11-08 10:20:11,3,39.77,1,N,-73.919592,40.828776,-73.931792,40.743085,Credit Card,102.1,8.59,4.8,10.72,30.91,44.8
CMT,2024-01-28 23:50:05,2024-08-14 07:14:51,6,37.31,3,Y,-73.882836,40.741297,-73.874862,40.765468,Dispute,169.18,8.68,2.85,10.57,32.86,145.89
CMT,2024-04-09 11:00:14,2024-07-20 16:18:02,3,11.29,1,N,-73.945236,40.819885,-73.984564,40.835899,Credit Card,474.17,8.56,4.99,66.07,49.45,520.0
VTS,2024-08-16 15:41:38,2024-05-15 22:13:35,2,30.78,6,Y,-73.801253,40.802951,-73.769771,40.653728,No Charge,484.36,0.77,3.33,2.19,46.02,419.49
VTS,2024-09-05 10:09:50,2024-06-08 23:40:38,3,49.77,6,N,-73.905761,40.769751,-73.916916,40.803393,Dispute,96.97,3.94,4.21,16.32,41.87,407.59
CMT,2024-03-18 09:16:00,2024-07-27 09:19:58,2,47.83,4,N,-73.859537,40.846836,-73.81955,40.717711,Dispute,358.01,1.24,2.51,79.82,16.79,591.75
VTS,2024-05-05 02:12:02,2024-04-13 10:56:21,2,45.17,2,Y,-74.027933,40.797362,-73.756291,40.809541,No Charge,158.99,2.6,3.6,72.66,39.56,214.89
CMT,2024-06-07 23:35:28,2024-07-27 17:42:05,5,38.79,6,N,-74.019521,40.662625,-73.799488,40.66616,Dispute,117.56,2.29,1.74,62.77,12.15,212.42
CMT,2024-03-18 03:00:38,2024-01-31 16:27:30,2,1.93,5,Y,-73.819938,40.640116,-73.987823,40.773735,Credit Card,177.69,5.17,0.63,29.96,45.85,216.63
VTS,2024-07-19 11:03:03,2024-05-12 17:28:18,5,12.38,2,N,-73.939573,40.841564,-73.834102,40.701993,Credit Card,90.77,3.08,1.19,97.34,23.27,427.52
CMT,2024-01-08 10:36:41,2024-03-29 08:22:28,6,19.86,4,N,-73.958224,40.820238,-74.029773,40.716986,No Charge,392.21,7.01,1.22,23.28,11.58,109.26
CMT,2024-04-07 22:34:14,2024-07-17 05:29:02,6,14.39,1,Y,-73.93271,40.697252,-73.9525,40.749646,Unknown,440.87,6.51,0.69,10.56,36.25,296.54
VTS,2024-04-25 12:14:46,2024-07-17 20:10:53,1,21.52,4,N,-73.881505,40.653142,-73.928329,40.645587,Credit Card,245.1,9.38,4.02,97.4,6.75,162.1
CMT,2024-06-29 07:04:21,2024-05-28 04:09:44,2,38.63,5,N,-73.828385,40.652563,-73.871446,40.786188,Unknown,399.24,5.55,3.34,95.45,6.52,479.48
VTS,2024-04-02 06:07:34,2024-08-07 16:37:28,2,48.29,5,Y,-73.873329,40.728114,-74.00666,40.816915,No Charge,52.78,1.04,0.26,86.1,10.05,180.45
VTS,2024-08-18 05:42:13,2024-10-25 16:57:07,2,30.32,3,Y,-73.880119,40.676088,-73.819543,40.647845,No Charge,382.61,2.06,1.87,55.34,24.68,580.59
VTS,2024-10-15 18:14:41,2024-01-08 01:21:14,5,26.12,1,N,-73.819565,40.702141,-73.880081,40.726846,Unknown,418.15,7.26,1.66,65.55,10.75,440.43
